userName,score,at,content
Pengguna Google,5,2024-11-17 14:47:20,Jujur ....... Seru banget game nya dan bagus banget disana bisa ikut trend² kayak yang lain.... Pokok nya bangus banget kalian wajib download ssihhh!!!!
Pengguna Google,5,2024-11-17 13:51:56,"i love free fire so much!❤️cause game itu membuat aku menemukan satu orang yang baik, humoris WKWKWKWK +nya juga bisa deket sm gebetan karena slalu mabaar 🤏🏻🤏🏻 anw aku main epep uda 4 tahun lebih, masi bagus & slalu update supaya pemain senang, I REALLY LOVE GARENAAA, mimin ditiktok jg asiik deh intinya kalian main ajaa epep, walaupun banyak bokem but ini game asik bangett cuiii 😫❤️❤️"
Pengguna Google,5,2024-11-17 13:10:52,"Untuk grafik nya boleh lah ya, tapi kenapa klo main cs rank selalu teman beban padahal musuh turunan gm pliss teman pro kan sedikit Garena, sama satu lagi pliss balikin peak Garena rumah bolong kami."
Pengguna Google,5,2024-11-17 12:47:47,Game nya bagus tapi kalo spin susah banget dapat hadiah utama. kalo bisa ep ep ini spin/luck royal nya di mudahkan mendapat hadiah utama🙏
Pengguna Google,5,2024-11-17 12:23:59,Asalamualaikum Buat garena Indonesia. Tolong gem nya perbaiki dan jaringannya di perbaiki lagi dan buat gem nya gk ada rintangannya dann geratiskan sg2 garena dan MB nya turunkan hp kita gk mendukung lagi udh patah patah dann gem nyaa Offlinenin dan diamond nyaa geratiskan 🙏
Pengguna Google,1,2024-11-17 11:59:05,"Yg main bocil bocil pemula, Jadi geme burik, ngabisin kuota Leg terus, dibohongin gak tau bocil pemula.. Setiap main pasti geraknya patah patah, apa lagi pas lagi tembak melawan musuh, di semua pilihan permainan, mending unistal aja dari pada buang buang data permainan merugikan ini..."
Pengguna Google,4,2024-11-17 11:45:59,Cukup bagus dan event yang menarik tapi tolong perbaiki jaringan nya supaya tidak ngeleg2 pas main kadang2 suka ngeleg pas main Reng tolong di perbaiki ya Garena🙏🙏🙏🙏🙏🙏🙏🙏🙏
Pengguna Google,5,2024-11-17 10:14:32,Game yang gak iklan terus nggak pemuda iklan jaringannya lancar cuman pakai wi-fi nggak lancar lokasi bintang 5 yang sangat bagus bener dan akunya bisa diambil tapi saya nggak pernah diambil akunya dan tadi pas saya lagi masih bot eh masih masih itu aja saya masih musuhnya perlindungan
Pengguna Google,2,2024-11-17 10:07:04,Game nya itu seru tapi terkadang ada masalah jaringan jadi tolong ya di perbaiki lagi Garena tentang masalah jaringan dan perbaiki seperti bug nya
Pengguna Google,3,2024-11-17 09:57:25,"game ini baguss tapi, kalo saya login gak bisa masuk terus ada tulisan eror, kesalahan sambungan dan wifi/dataku itu jaringannya sudah baguss kenapa ya kok gk bisa login tolong Garena🙏 saya sudahh bolak balik hapus download 🙏"
Pengguna Google,3,2024-11-17 09:56:32,Gamenya bagus dan seru. Dan mapnya sudah banyak. Tapi saya rindu FF yg dulu karena dulu ramai orang playernya tapi sekarang sudah berkurang pemain. Semoga map sekarang manjadi old.😓😓
Pengguna Google,5,2024-11-17 08:44:15,Game nya sangat bagus tapi saat udah download data semua kalau di hapus malah harus download data lagi semoga setiap di hapus tidak perlu download data lagi.
Pengguna Google,4,2024-11-17 08:16:59,"Tolong dong adain perubahan besar! Gw dah nga punya alasan lg buat main ff selain jaga akun, buatin map baru kek atau gameplay nya diubah jadi antariksa/ekspansi planet. ""Nanti device kentang nga kuat"" Ya lu beli Device baru jangan cuma beli skin doang!, gw yakin ff mati kalau ngada perubahan kayak PB."
Pengguna Google,4,2024-11-17 07:29:37,tolong dong kenapa tiap deket lawan jaringan kita selalu aja naik pas mati bagus lagi .. kenapa ya sebelum di update lancar by one oke napa sekarang tiap ada musuh tau tau sinyal naik terus by one juga ya pasti kalah karna sinyal lemah kalau ga ada musuh bagus lancar tolong garena kalau gini terus gimana mau nge pust ini ... tolong perbaiki lah
Pengguna Google,3,2024-11-17 07:22:25,"Gak tau kenapa sering leg jaringan nya, padahal sebelum nya bagus, udah di kirim laporan puluhan kali tapi masih leg,, tolong di bantu min biar bisa kasih nilai sempurna.."
Pengguna Google,1,2024-11-17 07:01:30,"saya beri bintang 1 aja, soalny ff ini kadang balik sendiri padahal paket ada jaringan stabil kenapa bisa begini, lama kelamaan ff ni sudah tak jelas lagi apa memeng begitu... Boss"
Pengguna Google,1,2024-11-17 06:31:04,Tolong perbaikan nya kenapa sekarang kalo maen solo ataupun duo map nya gk ganti ganti terus di kasih map bermuda padahal data sudah di download semua. Terimakasih mohon respon nya
Pengguna Google,5,2024-11-17 06:20:35,game ini bagus banget dari pertama main aja udah seru apalagi sekarang tambah seru bisa cari teman dan bisa semua semuanya pokoknya seru deh gamenya
Pengguna Google,5,2024-11-17 05:45:17,Menurut aku sih game nya udah bagus tapi minimal klo update map nya pakai yang dulu grafiknya pakai yang sekarang karena player ff sekarang semakin berkurang.
Pengguna Google,4,2024-11-17 05:40:41,Gamenya bagus tapi susah masuknya aku main aja gak bisa login malah tapi udah bikin seru jadi ku kasih bintang empat aja ya😊
Pengguna Google,1,2024-11-17 05:36:12,"Tolong dong min, mic-nya benerin, saya ingin berkomunikasi dengan kawan saya dengan lancar, tetapi mic-nya rusak, saya sudah on mic tetapi temen saya tidak mendengar suara saya, tolong di betulkan ya miinnnnnnnn 😡"
Pengguna Google,1,2024-11-17 04:49:34,ff ini sudah GK seru lagi karena banyak yang bilang barang2× di ff kebanyakan yang pakai diamon jadi gak seru terus cara dapat diamond nya pun susah harus pakai uang asli buang2× duit aja cuma hanya gara2× game ini.😡😡😡😡
Pengguna Google,2,2024-11-17 04:33:08,"Bikin males main game ini orang sinyal jelek pasti poin berkurang dan gak bisa main CS lagi di kira sengaja AFK jelas2 itu kendala sinyal, game gak jelas sekrang"
Pengguna Google,5,2024-11-17 03:42:53,Bagus dan Keren gamenya Tapi Tolonglah Jika Matchmaking Battle Royale-Ranked Dan Clash Squad-Ranked dipercepat dan Kasihkan musuh sesuai dengan Rank lah Apalagi Sering Ngalamin Dark System. Dan Musuh daritadi nembus glowall yang aku munculkan pada musuhnya jauh jalan nembus..capeklah kalau begini mohon diperbaikinya di seriusin ya...
Pengguna Google,1,2024-11-17 03:08:00,Game kurang bagus Makin lama bermain makin cepat habis darah dari musuh tidak ada kepuasan bermain selalu bikin emosi game pemakan waktu.Terima kasih
Pengguna Google,5,2024-11-17 02:40:25,Bagus sih tapi kalau lagi main ada yang leg dan jika kita main br atai cs agak lama jadi di server selanjutnya di perbaik agar free fire makin bagus dan rame dan satu lagi kalau macam kita bermain tolong yah di mode BR atau CS agak jsih bagus tim atau musuh nya ya semoga bermanfaat
Pengguna Google,2,2024-11-16 22:58:51,"ini apa lah game ini makin lama kok makin gajelas,dari beberapa bulan lalu bug mic gk diperbaiki,skrng nambah lagi bug,suara mobil dan suara step muauh suka gk ada"
Pengguna Google,5,2024-11-16 21:47:12,"Game nya bagus,gak ada iklan,jaringanlancar,cuma terkadang musuhnya suka jago walaupun rank nya masih bawah tolong di perbaiki jadi lebih jago musuhnya,selain itu sudah game ini bagus,menarik,gak ngabosenin"
Pengguna Google,5,2024-11-16 21:25:32,"Aplikasinya sangat kerennnnnn, tapi sya berharap untuk poin kenaikan rank itu diseimbangkan dengan penurunan poinya, sekarang naik dikit tapi turun banyak sangat jelek sekali,terus sekarang banyak player yg klo main nembus glowel ga jls banget deh"
Pengguna Google,5,2024-11-16 19:58:30,"game nya bagus,cuman pas kita dalam permainan jaringan kadang leg sendiri padahal jaringan udah stabil tapi kadang hilang sendiri, terimakasih"
Pengguna Google,5,2024-11-16 16:00:51,"Permainan nya sudah mulai bagus, cuman ada yang lebih masalah dikit, didalam permainan mode cs rank, itu musuh nya di bawa master seimbang in jadi nya gampang mereka lawan yang setara saran saya gitu sih min grafik dah mulai bagus collab sudah bagus"
Pengguna Google,3,2024-11-16 13:48:12,"klo soal grafiknya udah bagus tapi tolong dong developer hp saya kan j2prime tidak bisa download data sebanyak mungkin jdi tolong lah karakter/baju-baju udah di download tolong buat keliatan di musuh juga, trus untuk like setelah mengeliminasi musuh yng kek dulu aja. udah ya cma itu aja yng aku mnta mhon diperbaiki ya😊"
Pengguna Google,5,2024-11-16 12:56:13,Beh kasus men game nya bagus banget garena baik ga kayak moonton jahanam tiap hari main epep bisa naikin rank kalo moonton main tiap hari bukan nya win sterka malah lose treka bagus lagi gabut main epep seru buruan download epep kita harus merebut tahta kita menjadi permainan no1 di dunia
Pengguna Google,5,2024-11-16 10:26:09,Mantap Game Freefire ini battre royal nya relistis tapi paling males kalo lagi main musuh nya pake skil rayden yang laba laba itu tapi aku suka sama game ini😃🙏
Pengguna Google,3,2024-11-16 09:36:07,Bang min tolong di perbaiki ya GUIL war nya kalau malam aku gak bisa main game ya bang mimin tolong diperbaiki soal nya GUIL aku sering turun gara gara GUIL war nya malam tolong banget diperbaiki kalau gak diperbaiki aku sedih sekarang GUIL aku masih level 1 sekarang😭😭😭😭Tolong dibaca ya min 🙋🙏🙏🙏🙏🙏🙏
Pengguna Google,1,2024-11-16 09:28:35,"makin update makin banyak bug, bug damage teruss setiap main. kalo main cs rank pasti team nya gak sebanding sama musuh, jadi harus gendong team trs setiap main, tolong kasih lawan yang adil dong, ini masa tim nya baru lv dibawah 30 sedangkan musuh nya udah lv 70an"
Pengguna Google,5,2024-11-16 09:18:27,Ini seru banget aku aja baru main terus 2 minggu kemudian udh heroic. Tapii kalo bisa sih garena di update selanjutnya tambahin update yang lebih ada kesan ff old biar makin seru udah itu aja makasih
Pengguna Google,1,2024-11-16 09:11:09,Menurut aku gak cocok kalau pakai hape kentang udah ngelak terus juga sering di keluarin padahal bukan maks loh :)
Pengguna Google,5,2024-11-16 09:01:41,"Menurut ku game nya bagus dan grafik nya juga, tp tolong tambah kan mode offline biar kita bisa main ff ketika offline juga, itu aja sih,."
Pengguna Google,5,2024-11-16 08:44:11,"Game nya bagus dari awal main sampe sekarang gaada kendala kaya iklan dll tapi tolong kalo main cs/ br itu musuh nya sesuai sama rank dan sering sering adain event gratis atau bundle yang keren kalo ga kasih sg aqua,sg rapper ya garena"
Pengguna Google,2,2024-11-16 08:29:53,Pas di update gak bisa terus dan ada bug dan pas aku lagi main jaringan nya. Jelek padahal yang di hp sinyal nya bagus satu lagi pas lagi main malam malam sinyal nya jelek plissss tolong diperbaiki terimakasih
Pengguna Google,5,2024-11-16 07:09:38,Tolong untuk kualitas game nya kalo maen suka ngelag atau terjadi bug tolong tambahin lagi dong maps nya Daerah bersalju gitu atau baju penyamaran kaya rurumputan makasih sekian dari saya
Pengguna Google,3,2024-11-16 06:35:23,bagus tapi kenapa sensivitas gua di edit jadi aneh tolong benerin dong min udh enak² sensi itu malah di ganti malah ke ganti sendiri tolong di benerin ya min
Pengguna Google,1,2024-11-16 06:25:43,"Lelet banget saya jadi tidak suka pada game nya kalau ngelet terus 999 terus jaringan nya kalau merah terus , maka nya saya kasi bintang satu"
Pengguna Google,5,2024-11-16 05:12:18,Garena terima kasih ya kalau ya FF itu FF itu update-an gitu efeknya udah update-an Garena update-an lagi dong Garena please lah please please cepatlah aku nih mau update-an kayak apa sih update-an nya ngeri banget
Pengguna Google,4,2024-11-16 02:51:53,tolong lah garena klo apdet itu tambah bagus bukan tambah rusak trus aku jamin 100% banyak bakal main free fire klo peak old kembali kembalikan peak old kami garena bandel old juga jangan di kluarin trus lah
Pengguna Google,4,2024-11-16 02:26:53,"garena tolonglah itu gold nambahnya sedikit gua pengen kalakter aja susah dulu spin di gold royal sekarang beli 20000 gold, tapi susah dapat goldnya tolong lah permudah. dan ada bug tembus gloo wall itu meresahkan sekali"
Pengguna Google,5,2024-11-16 00:36:50,Game ini sangat bagus tapi pas nembak pake SG 2 musuhnya gak mati terus gamenya aneh aku main cs malah aku yang mati terus padahal aku udah platinum 2 aku lawan yang bot aku terus yang mati aneh tolong perbaiki game ini sudah lama gak main Free Fire capek kalah melulu males mainnya capek dan seterusnya mati melulu aku curiga musuhnya aneh dan enggak bot Matak jarang main Free Fire males banget Sampek hp aku ngeleg ga setabil aku terus knock padahal Nemu senjata SG panjang musuh pake pistol aku🙂
Pengguna Google,4,2024-11-16 00:22:28,Bolehh laaa lumayan ada penaikan tpi tolong di perbaiki bagian bug damage kadang² udh nembak berkali kali tpi ga mati musuh nya padahal sinyal ku bagus loo
Pengguna Google,1,2024-11-15 17:23:00,Game tolol rusak dirank granmaster masih aja random digabung tim kroco hasil ngendok mana mati Mulu yang adil lah dalam menggabungkan tim sesuai skill stres naikin pangkat berasa buang buang waktu mau pensi kalo begini terus mana lag pas ada musuh seperti ketemu cheat ini game bodoh makin kesini gua sebagai pemain old ini game bukan nya makin bagus malah ancur
Pengguna Google,5,2024-11-15 13:48:45,Bagus bgt. Udah 3 tahun main game ini dari 2022 ngelegny pas ga ad jaringan wifi atau ga data aj. Main pake HP lama masih berfungsi lancar bgt mainnya. Pokoknya bagus+perfect dehh
Pengguna Google,2,2024-11-15 13:29:14,"game burik pas main langsung ngeleg padahal jaringan lancar bug damage ga diperbaiki perbaiki dulu lah,malah update yang ga penting,update yang penting penting aja dulu"
Pengguna Google,1,2024-11-15 13:16:10,Selalu update setiap bulan saat bermain CR ranked dan BR ranked sinyal berwarna merah dan bertuliskan 9999++aku ingin adik-adiknya lebih lama seperti mobile legends update mobile legends terlalu lama untuk playernya untuk untuk Garena berikan sistem yang sama seperti mobile legends mohon Garena melihat ini yang sangat penting dalam kenyamanan player lama ataupun baru
Pengguna Google,4,2024-11-15 12:19:22,"Ada bug min,, kalo mau main br rangked mental pas ngegas mau main,, padahal jaringan lancar lancar aj,, Tolong diperbaiki min sekian terimakasih"
Pengguna Google,5,2024-11-15 11:26:35,"Selamat malam Developer Garena Free Fire Indonesia, Pada hari ini akun saya terkena blacklist matchmaking yang membuat saya tidak bisa bermain mode squad dengan teman saya. Jujur saya tidak tahu kesalahan saya apa karena saya tidak pernah sekalipun melakukan modifikasi file maupun cheat yang membuat game ini menjadi rusak. Saya telah bermain game free fire sejak April 2019 tidak pernah melakukan hal curang. Mohon di tindaklanjuti tentang permasalahan saya segera karenasaya ingin push cs ranked"
Pengguna Google,5,2024-11-15 11:13:55,"Garena tolong perbaiki kenapa saat saya main ff jaringan normal 60/70 Tapi saat bertemu musuh malah 360/999+, tolong di perbaiki[~=}"
Pengguna Google,1,2024-11-15 10:14:45,"Game gancuk , banyak bug nya , masak masang es kepal nunggu knock dulu baru kepasang , dasar game gk ke urus , semakin update an semakin banyak bug , event gk keren , game tolol game burik game haram game bento masa main cs di kasih team dark sistem berturut"" aneh kalau gitu caranya gimana bisa menang tolol???"
Pengguna Google,3,2024-11-15 08:46:49,"Untuk donload data itu kan bisa di of kan ketika download otomatis tpi knapa masi tetep ke download otomatis, tolong lah biar gk terlalu banyak data yg di download tolong di perbaiki di unduh otomatis nya,klo sudh di berhentikan jangan trus ke download sendiri"
Pengguna Google,2,2024-11-15 08:41:58,"udah bagus cuma,kalo turun rank nya sampe 20+ pdhal kita udah ngekill, trus kalo ngekill trus mati nambah nya cuma 10+ dan masi nurun,aneh.trus masa jaringan suka 999+ pdhal wifi/kuota/jaringan nya lancar.tolong bgt di perbaiki"
Pengguna Google,4,2024-11-15 08:25:56,Kenapa ya kalo pake wifi selalu kesalahan sambungan tolong lah gerena perbaiki bug jaringan itu lama² nih free fire gak asik dulu 😑😑
Pengguna Google,4,2024-11-15 07:50:25,"Game sangat jelek, jaringan ketika ga ada musuh normal pas war jaringan ngeleg. terus banyak player yg suka afk, tapi boong, Kerja bagus P"
Pengguna Google,4,2024-11-15 06:36:53,"Buat garena free fire tolong ya di perbaiki lagi jaringan nya , pdhl banyak sinyal tapi ttp ngelag 999+ melulu pdhl pas buka apk lain lancar sinyal ny. Buat garena jg mohon ᵐᵃᵃᶠ item di shop bisa di murahin lagi ga? Soalnya mahal"" semua mau topup segitu mana ada duit sampe 2000dm bundle nya 🥲 Orng mn sanggup topup segitu bnyk Dan 1 lagi buat garena bisa ga si kalo orng tu main pake paket gratisan di sama in sama yg kouta beli soalny setiap saya menggunakan paket gratisan ga bisa masuk ke game"
Pengguna Google,2,2024-11-15 06:34:57,"ini gimana sih, pas naik nya 70+ nambah nya dikit bgt giliran turun 19 doang turunnya ga ngotak padahal ngekill nya lumayan, respon dong min, di perbaiki lagi yah, ga enak mainnya apalagi kita nya udh player lama"
Pengguna Google,5,2024-11-15 05:50:33,"Perfect, bagus banget game nya dari segi grafik, map,karakter,pakaian bagus bgt tapi tolong bisa beli item kayak baju sepatu dll itu pake koin plisss developer 🙏😁"
Pengguna Google,1,2024-11-15 05:46:25,Ini game tolong banget kalo nyepin nyepin pakai dm di kasih hoki lah kan uang itu susah di dapat nya bahkan masih banyak juga kan yg mainin game jadi tolong ya kalo nyepin itu cuma sampai 5 atau 7 kali ya di kasih apa yg kita spin lah plis Garena free fire
Pengguna Google,1,2024-11-15 05:23:03,"Free fire bagus.. Tapi waktu saya menembak musuh, damagenya mengenai kepala.. Tapi musuhnya tidak matii,,"
Pengguna Google,5,2024-11-15 04:37:00,Gemenya sangat bagus tapi banyak payer yang ngecit aku lapor tapi kok masih ada yang ngecit tolong jangan ada payer yang ngecit tolong banget sama pas aku buka kotak yang berisi senjata langka kan ada 3 aku buka kok malah aku dapat yang trial tolong dong Garena biar lebih mudah dapatkan hadiah 🙏🏻🙏🏻
Surya Hendrik,3,2024-11-14 23:24:41,Tolong geme ini Ingi seperti dlu lagi peak di kembalikan lagi kalo seperti ini terus geme ini akan sepi tolong player free fire ingin Ingin seperti dlu 🙏🙏
Pengguna Google,5,2024-11-14 19:35:04,saya kasih bintang lima menurut aku si gem nya dah bagus lah ya tapi cuman kuran 1 sensitivitas nya kenapa kalo di jadi in 0 semua jadi licin padahal aku suka sensi yg berat kenapa 0 semua dijadi in licin aim ku miss terusjadi in berat lagi dong sensitivitas nya aku soalnya kebiasaan pake sensitivitas berat kalo licin aku gak bisa pelis perbaiki lagi sensitivitas nya. Terima kasih
Pengguna Google,2,2024-11-14 16:49:43,"saya mengalami kendala patah patah,awal mula pas saya coba pake fps tinggi selama seminggu,trus kembali ke normal malah patah patah,kendala tersebut sangat mengangu,ditambah ping saya lag pas ketemu musuh,diloby lancar tapi pas main tidak"
Pengguna Google,2,2024-11-14 16:18:49,"game nya bagus, tapi karena keseringan di update jadi hp saya ngeleg² karena jaringan, padahal saya udh pakai wifi tapi masih aja ngeleg karena sinyal nya, tolong di perbaiki lagi, kalau semisalnya udh ga ngeleg²/bagus updatenya, saya kasih bintang 5"
Pengguna Google,1,2024-11-14 15:22:17,Dari dulu ff suka keluar sendiri dari pertempuran apa gak ada inisiatif gitu dari developernya hahhh perbaikin bug keluar sendirinya
Pengguna Google,1,2024-11-14 15:20:51,"Udah tau lane wof itu Top 1 yang sering di mainin malah di kurangin jadi 3 match kocak, Ini ff dah mau tutup kah,apa yang di sukai player malah di ilangin kagak jelas."
Pengguna Google,1,2024-11-14 15:08:05,kalau kasih tim yg sepadan lah Garena masa tim gw bot semua tim lawan jago dan masak aku login GK bisa padahal jaringan ak bagus tolong di perbaiki Garena dan tolong lagi fix lah bug damage nya masa aku sudah tembak lawan headshoot tiga kali masa gak mati buggggg damageeeeeeee lagiii asuuuuuu perbaikilah ngentoddd
Pengguna Google,3,2024-11-14 14:33:25,Jadi males main....masa Lone wolf jadi 3 round yang bener aja rugi dong.terus evogun aku punya 1 tapi... Rasa nya jadi ga eksklusif di munculin lagi.banyak juga karakter yang dinerf.tapi masih agak suka sih
Pengguna Google,1,2024-11-14 13:24:25,"Knp game ini semakin ke sini semakin ada banyak masalah misalnya bug dan gangguan sinyal, padahal sinyal yang ada di saya full tapi masih aja ngelag!!! Kalo sudah di perbaiki saya main game ini lagi! Terimakasih"
Pengguna Google,1,2024-11-14 12:50:51,perbaiki jaringan .. sya lagi enak main JARINGAN langsung hilang.. mhon di perbaikib wey facebok youtub signal bagus trus ..giliran free fire signal jelek..perbaikilah gimna mau main ..asu
Pengguna Google,1,2024-11-14 12:32:01,"Garena apa ni,sinyal gw warna putih tapi pas main ga bisa apala Uda aku coba laporkan jaringan malah makin lag mohon di perbaiki dikit ya garena"
Pengguna Google,1,2024-11-14 12:25:44,Garena dongo bego Kagak masuk akal kalo main game gini. Jaringan masih bagus data Telkomsel gw udh mulus masih aja ngelag memang kalo buat game Perhatikan Apa yang salah karna saat saya bermain jaringan masih mulus TPI ngelag² gak ngotak terkadang warna merah atau kuning udh paling sering jadi permintaan saya mohon di perbaiki sebelum tertambah di hina atau di hujat
Pengguna Google,1,2024-11-14 12:03:38,"Sinyal selalu ngelag,main CS musuh jago tim bot,even pelit,rengk teman bot semua,gak mau rivep buat apa koin kalo gak mau rivep coba,tolol tolol,kalo buat game yang ngotak dikit lah bodoh udah game bikin stres musuh pake SG 2 2 hit langsung mati kalo gua 4kali baru mati tolong lah min perbaiki ini dulu jangan ngonten terus tapi sepi lol"
Pengguna Google,4,2024-11-14 09:50:28,"menurutku, ini game udah bagus tapi update update terus. dan update an nya itu bukan tambah bagus malah tambah ngelag (bukan dari hpnya). ya itu aja ulasan dariku"
Pengguna Google,3,2024-11-14 09:25:02,Game nya bagus hanya saja bisa tidak emotnya di hapus dari game karena playernya suka emot ketika mereka menang apakah lucu seperti itu hah?lain kali hapus saja emotnya dan jangan ada emot lagi terimakasih!!!
Pengguna Google,1,2024-11-14 08:19:40,"Game nya biasa aja dn bnyk yg pakai cheat / magic bullet tlg di benerin, Dan gw ketemu musuh yg menggunakan cheat trs kalo ga cheater team gw lh yg beban aneh emg nih game.. Ohya dn 1 lg sistem gacha nya terlalu menguras duit para player"
Pengguna Google,5,2024-11-14 08:12:12,"Aku tau kalo misal nya aku udah turunin skorr gara gara aku kalah trs pas main cs tapi setidaak nya jangan ke gitu. Lah ,aku juga udah berusaha lah kalo misal nya emng gak bisa ya jangan maksa gitu ,soal nya aku juga ingin menaang saat itu tapi gimana lagi kalo harus kalah ya kalah lah gak bisa gimana gimana dan aku tau Garena emang pengen yang terbaik buat aku tapi cara gak gitu juga gak usah ngasih peringatan.aku juga udah berusaha sebisa mungkin aku juga pengen menang Jdi harus dukuggn aku y"
Pengguna Google,5,2024-11-14 07:05:34,"Game yang bagus! Game ini melatih kesabaran saya, bukan hanya pada melatih kesabaran tapi juga melatih kelincahan tangan. Seru sekali, saya akan merekomendasikan game ini pada teman saya!"
Pengguna Google,5,2024-11-14 06:50:41,"permainannya enak tapi gak ada demen geratis jadi kurang enak baju geratinya sedikit ,dan senjata nya gak ada motif tapi yang paling penting damen geratis jadi sedih kurang enak🥹🥹kasih demen geratis dong ff"
Pengguna Google,1,2024-11-14 06:28:21,game burik masa nembak GK ada rasa nya pada pas nembak keluar angka semua tapi pas mati ngeliat musuh nya darah nya masih full minimal kalo update perbaiki lah bug damage nya Kaya game lain 😤😡😒
Pengguna Google,1,2024-11-14 05:01:37,"Tolong eee admin nya game bug Mulu dadi bug dameg bug layar GK bisa gerak mau nya apa sih updet Mulu tapi bug GK bisa di perbaiki buat aja ini game tolol amat si admin nya GK pernah pecus updet nya udah perbaiki sama ajah bug Mulu tolong lah ya Garena jgn updet bundle""Mulu updet juga game nya kasihan player nya main emosi Mulu kena bug Mulu perbaiki game bukan bundle nya"
Pengguna Google,5,2024-11-14 03:42:06,FreeFire game yang paling aku suka tapi ada kurangnya musuh dan tim selalu aja beda banget tim nya gak kompak musuh kompak tolong dibenarkan yah Garena jadi saya mau heroic aja harus mode serius dulu baru naik heroic
Pengguna Google,1,2024-11-13 20:35:19,"Game rusak banyak nya player menggunakan abnormal headshot, jaringan dll, terutama player dari vietnam yg masuk ke server indo dan merusak permainan,kepada garena free fire tolong lebih teliti lagi memeriksa yg dilakukan para pengguna abnormal tersebut"
Pengguna Google,1,2024-11-13 19:05:14,"Min next update saran ku ff tampilan UI nya versi old min ,map nya juga old ,tapi grafiknya yang versi sekarang,karena ff sekarang berkurang pemainnya menurut saya sebagai player 2018 pertama karena UI nya yang sangat ramai dan membingungkan tidak seperti era dulu yang simpel,coba lihat lagi min tampilan UI 2018-2019 itu simpel bahkan event pun sangat sederhana mungkin. Terus mapnya jangan di rubah aneh"" terus min, jangan tambah mode yang kurang berguna jg banyak device yang kurang support."
Pengguna Google,1,2024-11-13 13:44:13,"jaringan tolong diperbaiki,sinyal penuh tapi ngelag ngelag kalo ada musuh,tiba tiba hilang sinyal"
Pengguna Google,5,2024-11-13 12:57:03,Asik tapi biar lebih asik tolong buat seperti dulu lagi agar lebih rame playernya karena dulu playernya banyak dan baik-baik tapi sekarang sudah pensi karena updatenya makin jelek bukan makin bagus
Pengguna Google,4,2024-11-13 12:53:02,"Iya seru tapi pas beberapa hari aku ga bisa main karena kaya nge download gitu lalu ada tulisan pause download lalu tiba tiba layar nya putih semua dan di pojok kiri atas ada tulisan ""STARTING""aku udah nunggu berapa jam Masi ga bisa😭😭😭"
Pengguna Google,2,2024-11-13 12:32:17,Sebenarnya bagus banget game epep tapi aku sebagai player old ngeliat banyak item old yng di rilis lagi dengan harga yang murah dan yang aku lihat sekarang epep kebanyakan kolab sama JKT48 kalo kata aku di kurangi event JKT nya gua cape tapi makasih udh mau nemenin masa kecil gua . Gua izin pamit dari free fire
Pengguna Google,3,2024-11-13 12:12:22,KEKURANGAN GAME FREE FIRE. Saat melakukan colab cuma dikit doang event nya terus skin colab yang di keluar kan dikit. Animasi gerakan karakter saat di game kaku atau kurang bagus. Mengeluarkan skin skin langkah dan di jual lebih murah. Event nya kurang menarik. KELEBIHAN GAME FREE FIRE. Ringan bagus buat perangkat kurang memadai tapi jaman sekarang pasti menggunakan perangkat bagus bagus Pas pembelian diamond murah ga kayak game lain
Pengguna Google,3,2024-11-13 11:14:35,"Game nya seru, tapi ada sedikit masalah yaitu pass lagi lobby itu bisa keluar atau bisa hilang jaringan mangka itu saya minta tolong kepada Garena untuk memperbaiki nya sekian dari saya terima kasih"
Pengguna Google,3,2024-11-13 08:34:46,"Harusnya aku ngasih bintang 5 karna grafiknya bagus dan fiturnya juga lumayan tapi aku kasih bintang 3 karna pas aku main cs di heroik knp aku dikasih tim dark sistem 😒yg gk bisa main, biasanya ada yg afk,tiap hari lose streak bisa sampe 5 kali 🗿plis lah kasih aku tim yg seimbang sama musuhnya😔 🙏🙏🙏"
Pengguna Google,5,2024-11-13 06:35:08,"aku player epep sejati minta tolong bngttt... ada in baju kaos sekena yg ada jam tangan nya, cincin, pokoknya aksesoris tangan biar lebih kece lagi admin garena.biar aku lebih semngatt main nya and buat konten nyaa..satu lagi rambut keren juga adait gratis an biar semua orng makin suka main epep krna pasti bakal buat trend' mereka.tolong ada in yah🥹"
Pengguna Google,5,2024-11-13 05:44:58,lebih ditingkatkan karna grafik nya mulai bagus tapi Singal nya kadang jelek aku suka main ff tapi kadang Singal nya jelek jadi tolong Singal nya MB nya jangan gede gede plss aku juga pengen main Singal bagus
Pengguna Google,1,2024-11-13 03:08:56,"Ko pas saya mau beli special airdrob malah nggak bisa sih, katanya tidak ada internet padahal koneksi internet saya bagus² aja pas main geme lain. (Jujur aja ini bikin jengkel)"
Pengguna Google,3,2024-11-12 19:58:33,Saya sudah malas main ff sudah sangat berat patah patah sekali tolong hapus sebagian map nya agar tidak berat jangan terlalu banyak map itu jadi patah patah sekali fi mulai sepih
Pengguna Google,4,2024-11-12 14:24:28,"Saya main dari 2019 makin kesini ko makin aneh ya masa saya cuman main br masa di blacklist dari br cuma bisa cs sama training kan aneh gimana ini aduh perbaikin lagi ya Garena saya sayang banget sama game ini saya sampe berhenti maen epep seminggu 5 hari cuma gara gara ga bisa main br, perbaiki buat kedepannya ya Garena.🙏🔥"
